7 179404
Pa Pb Da Db BDa BDb ES
101 1 1 0 0 1 196
100 1 1 0 0 1 197
102 1 1 1 0 0 197
101 1 1 1 0 0 198
99 1 1 0 0 1 198
98 1 1 0 0 1 199
100 1 1 1 0 0 199
99 1 1 1 0 0 200
97 1 1 0 0 1 200
96 1 1 0 0 1 201
98 1 1 1 0 0 201
97 1 1 1 0 0 202
95 1 1 0 0 1 202
94 1 1 0 0 1 203
96 1 1 1 0 0 203
95 1 1 1 0 0 204
93 1 1 0 0 1 204
92 1 1 0 0 1 205
94 1 1 1 0 0 205
93 1 1 1 0 0 206
91 1 1 0 0 1 206
90 1 1 0 0 1 207
92 1 1 1 0 0 207
91 1 1 1 0 0 208
89 1 1 0 0 1 208
88 1 1 0 0 1 209
90 1 1 1 0 0 209
89 1 1 1 0 0 210
87 1 1 0 0 1 210
86 1 1 0 0 1 211
88 1 1 1 0 0 211
87 1 1 1 0 0 212
85 1 1 0 0 1 212
84 1 1 0 0 1 213
86 1 1 1 0 0 213
85 1 1 1 0 0 214
83 1 1 0 0 1 214
82 1 1 0 0 1 215
84 1 1 1 0 0 215
83 1 1 1 0 0 216
81 1 1 0 0 1 216
80 1 1 0 0 1 217
82 1 1 1 0 0 217
81 1 1 1 0 0 218
79 1 1 0 0 1 218
78 1 1 0 0 1 219
80 1 1 1 0 0 219
79 1 1 1 0 0 220
77 1 1 0 0 1 220
76 1 1 0 0 1 221
78 1 1 1 0 0 221
77 1 1 1 0 0 222
75 1 1 0 0 1 222
74 1 1 0 0 1 223
76 1 1 1 0 0 223
75 1 1 1 0 0 224
73 1 1 0 0 1 224
72 1 1 0 0 1 225
74 1 1 1 0 0 225
73 1 1 1 0 0 226
71 1 1 0 0 1 226
70 1 1 0 0 1 227
72 1 1 1 0 0 227
71 1 1 1 0 0 228
69 1 1 0 0 1 228
68 1 1 0 0 1 229
70 1 1 1 0 0 229
69 1 1 1 0 0 230
67 1 1 0 0 1 230
66 1 1 0 0 1 231
68 1 1 1 0 0 231
67 1 1 1 0 0 232
65 1 1 0 0 1 232
64 1 1 0 0 1 233
66 1 1 1 0 0 233
65 1 1 1 0 0 234
63 1 1 0 0 1 234
62 1 1 0 0 1 235
64 1 1 1 0 0 235
63 1 1 1 0 0 236
61 1 1 0 0 1 236
60 1 1 0 0 1 237
62 1 1 1 0 0 237
61 1 1 1 0 0 238
59 1 1 0 0 1 238
58 1 1 0 0 1 239
60 1 1 1 0 0 239
59 1 1 1 0 0 240
57 1 1 0 0 1 240
56 1 1 0 0 1 241
58 1 1 1 0 0 241
57 1 1 1 0 0 242
55 1 1 0 0 1 242
54 1 1 0 0 1 243
56 1 1 1 0 0 243
55 1 1 1 0 0 244
53 1 1 0 0 1 244
52 1 1 0 0 1 245
54 1 1 1 0 0 245
53 1 1 1 0 0 246
51 1 1 0 0 1 246
50 1 1 0 0 1 247
52 1 1 1 0 0 247
51 1 1 1 0 0 248
49 1 1 0 0 1 248
48 1 1 0 0 1 249
50 1 1 1 0 0 249
49 1 1 1 0 0 250
47 1 1 0 0 1 250
46 1 1 0 0 1 251
48 1 1 1 0 0 251
47 1 1 1 0 0 252
45 1 1 0 0 1 252
44 1 1 0 0 1 253
46 1 1 1 0 0 253
45 1 1 1 0 0 254
43 1 1 0 0 1 254
42 1 1 0 0 1 255
44 1 1 1 0 0 255
43 1 1 1 0 0 256
41 1 1 0 0 1 256
40 1 1 0 0 1 257
42 1 1 1 0 0 257
41 1 1 1 0 0 258
39 1 1 0 0 1 258
38 1 1 0 0 1 259
40 1 1 1 0 0 259
39 1 1 1 0 0 260
37 1 1 0 0 1 260
36 1 1 0 0 1 261
38 1 1 1 0 0 261
37 1 1 1 0 0 262
35 1 1 0 0 1 262
34 1 1 0 0 1 263
36 1 1 1 0 0 263
35 1 1 1 0 0 264
33 1 1 0 0 1 264
32 1 1 0 0 1 265
34 1 1 1 0 0 265
33 1 1 1 0 0 266
31 1 1 0 0 1 266
30 1 1 0 0 1 267
32 1 1 1 0 0 267
31 1 1 1 0 0 268
29 1 1 0 0 1 268
28 1 1 0 0 1 269
30 1 1 1 0 0 269
29 1 1 1 0 0 270
27 1 1 0 0 1 270
26 1 1 0 0 1 271
28 1 1 1 0 0 271
27 1 1 1 0 0 272
25 1 1 0 0 1 272
24 1 1 0 0 1 273
26 1 1 1 0 0 273
25 1 1 1 0 0 274
23 1 1 0 0 1 274
22 1 1 0 0 1 275
24 1 1 1 0 0 275
23 1 1 1 0 0 276
21 1 1 0 0 1 276
20 1 1 0 0 1 277
22 1 1 1 0 0 277
21 1 1 1 0 0 278
19 1 1 0 0 1 278
18 1 1 0 0 1 279
20 1 1 1 0 0 279
19 1 1 1 0 0 280
17 1 1 0 0 1 280
16 1 1 0 0 1 281
18 1 1 1 0 0 281
17 1 1 1 0 0 282
15 1 1 0 0 1 282
14 1 1 0 0 1 283
16 1 1 1 0 0 283
15 1 1 1 0 0 284
13 1 1 0 0 1 284
12 1 1 0 0 1 285
14 1 1 1 0 0 285
13 1 1 1 0 0 286
11 1 1 0 0 1 286
10 1 1 0 0 1 287
12 1 1 1 0 0 287
11 1 1 1 0 0 288
9 1 1 0 0 1 288
8 1 1 0 0 1 289
10 1 1 1 0 0 289
9 1 1 1 0 0 290
7 1 1 0 0 1 290
6 1 1 0 0 1 291
8 1 1 1 0 0 291
7 1 1 1 0 0 292
5 1 1 0 0 1 292
4 1 1 0 0 1 293
6 1 1 1 0 0 293
5 1 1 1 0 0 294
3 1 1 0 0 1 294
2 1 1 0 0 1 295
4 1 1 1 0 0 295
3 1 1 1 0 0 296
1 1 1 0 0 1 296
0 1 1 0 0 1 297
2 1 1 1 0 0 297
1 1 1 1 0 0 298
0 1 1 1 0 0 299
0 2 1 1 0 0 298
0 0 0 1 1 0 298
0 1 0 1 1 0 297
0 3 1 1 0 0 297
1 3 1 1 0 0 296
1 2 1 1 0 0 297
1 0 0 1 1 0 297
1 1 0 1 1 0 296
1 2 0 1 1 0 295
0 2 0 1 1 0 296
0 4 1 1 0 0 296
1 4 1 1 0 0 295
2 4 1 1 0 0 294
0 4 1 0 0 1 294
0 3 1 0 0 1 295
2 3 1 1 0 0 295
2 2 1 1 0 0 296
0 2 1 0 0 1 296
0 0 0 0 1 1 296
2 0 0 1 1 0 296
2 1 0 1 1 0 295
0 1 0 0 1 1 295
2 2 0 1 1 0 294
0 2 0 0 1 1 294
2 3 0 1 1 0 293
0 3 0 0 1 1 293
0 5 1 0 0 1 293
2 5 1 1 0 0 293
1 5 1 1 0 0 294
0 5 1 1 0 0 295
0 3 0 1 1 0 295
0 4 0 1 1 0 294
0 6 1 1 0 0 294
1 6 1 1 0 0 293
1 4 0 1 1 0 293
1 3 0 1 1 0 294
1 5 0 1 1 0 292
0 5 0 1 1 0 293
0 7 1 1 0 0 293
1 7 1 1 0 0 292
2 7 1 1 0 0 291
0 7 1 0 0 1 291
0 6 1 0 0 1 292
2 6 1 1 0 0 292
2 4 0 1 1 0 292
0 4 0 0 1 1 292
2 5 0 1 1 0 291
0 5 0 0 1 1 291
2 6 0 1 1 0 290
0 6 0 0 1 1 290
0 8 1 0 0 1 290
2 8 1 1 0 0 290
1 8 1 1 0 0 291
0 8 1 1 0 0 292
0 6 0 1 1 0 292
0 7 0 1 1 0 291
0 9 1 1 0 0 291
1 9 1 1 0 0 290
1 7 0 1 1 0 290
1 6 0 1 1 0 291
1 8 0 1 1 0 289
0 8 0 1 1 0 290
0 10 1 1 0 0 290
1 10 1 1 0 0 289
2 10 1 1 0 0 288
0 10 1 0 0 1 288
0 9 1 0 0 1 289
2 9 1 1 0 0 289
2 7 0 1 1 0 289
0 7 0 0 1 1 289
2 8 0 1 1 0 288
0 8 0 0 1 1 288
2 9 0 1 1 0 287
0 9 0 0 1 1 287
0 11 1 0 0 1 287
2 11 1 1 0 0 287
1 11 1 1 0 0 288
0 11 1 1 0 0 289
0 9 0 1 1 0 289
0 10 0 1 1 0 288
0 12 1 1 0 0 288
1 12 1 1 0 0 287
1 10 0 1 1 0 287
1 9 0 1 1 0 288
1 11 0 1 1 0 286
0 11 0 1 1 0 287
0 13 1 1 0 0 287
1 13 1 1 0 0 286
2 13 1 1 0 0 285
0 13 1 0 0 1 285
0 12 1 0 0 1 286
2 12 1 1 0 0 286
2 10 0 1 1 0 286
0 10 0 0 1 1 286
2 11 0 1 1 0 285
0 11 0 0 1 1 285
2 12 0 1 1 0 284
0 12 0 0 1 1 284
0 14 1 0 0 1 284
2 14 1 1 0 0 284
1 14 1 1 0 0 285
0 14 1 1 0 0 286
0 12 0 1 1 0 286
0 13 0 1 1 0 285
0 15 1 1 0 0 285
1 15 1 1 0 0 284
1 13 0 1 1 0 284
1 12 0 1 1 0 285
1 14 0 1 1 0 283
0 14 0 1 1 0 284
0 16 1 1 0 0 284
1 16 1 1 0 0 283
2 16 1 1 0 0 282
0 16 1 0 0 1 282
0 15 1 0 0 1 283
2 15 1 1 0 0 283
2 13 0 1 1 0 283
0 13 0 0 1 1 283
2 14 0 1 1 0 282
0 14 0 0 1 1 282
2 15 0 1 1 0 281
0 15 0 0 1 1 281
0 17 1 0 0 1 281
2 17 1 1 0 0 281
1 17 1 1 0 0 282
0 17 1 1 0 0 283
0 15 0 1 1 0 283
0 16 0 1 1 0 282
0 18 1 1 0 0 282
1 18 1 1 0 0 281
1 16 0 1 1 0 281
1 15 0 1 1 0 282
1 17 0 1 1 0 280
0 17 0 1 1 0 281
0 19 1 1 0 0 281
1 19 1 1 0 0 280
2 19 1 1 0 0 279
0 19 1 0 0 1 279
0 18 1 0 0 1 280
2 18 1 1 0 0 280
2 16 0 1 1 0 280
0 16 0 0 1 1 280
2 17 0 1 1 0 279
0 17 0 0 1 1 279
2 18 0 1 1 0 278
0 18 0 0 1 1 278
0 20 1 0 0 1 278
2 20 1 1 0 0 278
1 20 1 1 0 0 279
0 20 1 1 0 0 280
0 18 0 1 1 0 280
0 19 0 1 1 0 279
0 21 1 1 0 0 279
1 21 1 1 0 0 278
1 19 0 1 1 0 278
1 18 0 1 1 0 279
1 20 0 1 1 0 277
0 20 0 1 1 0 278
0 22 1 1 0 0 278
1 22 1 1 0 0 277
2 22 1 1 0 0 276
0 22 1 0 0 1 276
0 21 1 0 0 1 277
2 21 1 1 0 0 277
2 19 0 1 1 0 277
0 19 0 0 1 1 277
2 20 0 1 1 0 276
0 20 0 0 1 1 276
2 21 0 1 1 0 275
0 21 0 0 1 1 275
0 23 1 0 0 1 275
2 23 1 1 0 0 275
1 23 1 1 0 0 276
0 23 1 1 0 0 277
0 21 0 1 1 0 277
0 22 0 1 1 0 276
0 24 1 1 0 0 276
1 24 1 1 0 0 275
1 22 0 1 1 0 275
1 21 0 1 1 0 276
1 23 0 1 1 0 274
0 23 0 1 1 0 275
0 25 1 1 0 0 275
1 25 1 1 0 0 274
2 25 1 1 0 0 273
0 25 1 0 0 1 273
0 24 1 0 0 1 274
2 24 1 1 0 0 274
2 22 0 1 1 0 274
0 22 0 0 1 1 274
2 23 0 1 1 0 273
0 23 0 0 1 1 273
2 24 0 1 1 0 272
0 24 0 0 1 1 272
0 26 1 0 0 1 272
2 26 1 1 0 0 272
1 26 1 1 0 0 273
0 26 1 1 0 0 274
0 24 0 1 1 0 274
0 25 0 1 1 0 273
0 27 1 1 0 0 273
1 27 1 1 0 0 272
1 25 0 1 1 0 272
1 24 0 1 1 0 273
1 26 0 1 1 0 271
0 26 0 1 1 0 272
0 28 1 1 0 0 272
1 28 1 1 0 0 271
2 28 1 1 0 0 270
0 28 1 0 0 1 270
0 27 1 0 0 1 271
2 27 1 1 0 0 271
2 25 0 1 1 0 271
0 25 0 0 1 1 271
2 26 0 1 1 0 270
0 26 0 0 1 1 270
2 27 0 1 1 0 269
0 27 0 0 1 1 269
0 29 1 0 0 1 269
2 29 1 1 0 0 269
1 29 1 1 0 0 270
0 29 1 1 0 0 271
0 27 0 1 1 0 271
0 28 0 1 1 0 270
0 30 1 1 0 0 270
1 30 1 1 0 0 269
1 28 0 1 1 0 269
1 27 0 1 1 0 270
1 29 0 1 1 0 268
0 29 0 1 1 0 269
0 31 1 1 0 0 269
1 31 1 1 0 0 268
2 31 1 1 0 0 267
0 31 1 0 0 1 267
0 30 1 0 0 1 268
2 30 1 1 0 0 268
2 28 0 1 1 0 268
0 28 0 0 1 1 268
2 29 0 1 1 0 267
0 29 0 0 1 1 267
2 30 0 1 1 0 266
0 30 0 0 1 1 266
0 32 1 0 0 1 266
2 32 1 1 0 0 266
1 32 1 1 0 0 267
0 32 1 1 0 0 268
0 30 0 1 1 0 268
0 31 0 1 1 0 267
0 33 1 1 0 0 267
1 33 1 1 0 0 266
1 31 0 1 1 0 266
1 30 0 1 1 0 267
1 32 0 1 1 0 265
0 32 0 1 1 0 266
0 34 1 1 0 0 266
1 34 1 1 0 0 265
2 34 1 1 0 0 264
0 34 1 0 0 1 264
0 33 1 0 0 1 265
2 33 1 1 0 0 265
2 31 0 1 1 0 265
0 31 0 0 1 1 265
2 32 0 1 1 0 264
0 32 0 0 1 1 264
2 33 0 1 1 0 263
0 33 0 0 1 1 263
0 35 1 0 0 1 263
2 35 1 1 0 0 263
1 35 1 1 0 0 264
0 35 1 1 0 0 265
0 33 0 1 1 0 265
0 34 0 1 1 0 264
0 36 1 1 0 0 264
1 36 1 1 0 0 263
1 34 0 1 1 0 263
1 33 0 1 1 0 264
1 35 0 1 1 0 262
0 35 0 1 1 0 263
0 37 1 1 0 0 263
1 37 1 1 0 0 262
2 37 1 1 0 0 261
0 37 1 0 0 1 261
0 36 1 0 0 1 262
2 36 1 1 0 0 262
2 34 0 1 1 0 262
0 34 0 0 1 1 262
2 35 0 1 1 0 261
0 35 0 0 1 1 261
2 36 0 1 1 0 260
0 36 0 0 1 1 260
0 38 1 0 0 1 260
2 38 1 1 0 0 260
1 38 1 1 0 0 261
0 38 1 1 0 0 262
0 36 0 1 1 0 262
0 37 0 1 1 0 261
0 39 1 1 0 0 261
1 39 1 1 0 0 260
1 37 0 1 1 0 260
1 36 0 1 1 0 261
1 38 0 1 1 0 259
0 38 0 1 1 0 260
0 40 1 1 0 0 260
1 40 1 1 0 0 259
2 40 1 1 0 0 258
0 40 1 0 0 1 258
0 39 1 0 0 1 259
2 39 1 1 0 0 259
2 37 0 1 1 0 259
0 37 0 0 1 1 259
2 38 0 1 1 0 258
0 38 0 0 1 1 258
2 39 0 1 1 0 257
0 39 0 0 1 1 257
0 41 1 0 0 1 257
2 41 1 1 0 0 257
1 41 1 1 0 0 258
0 41 1 1 0 0 259
0 39 0 1 1 0 259
0 40 0 1 1 0 258
0 42 1 1 0 0 258
1 42 1 1 0 0 257
1 40 0 1 1 0 257
1 39 0 1 1 0 258
1 41 0 1 1 0 256
0 41 0 1 1 0 257
0 43 1 1 0 0 257
1 43 1 1 0 0 256
2 43 1 1 0 0 255
0 43 1 0 0 1 255
0 42 1 0 0 1 256
2 42 1 1 0 0 256
2 40 0 1 1 0 256
0 40 0 0 1 1 256
2 41 0 1 1 0 255
0 41 0 0 1 1 255
2 42 0 1 1 0 254
0 42 0 0 1 1 254
0 44 1 0 0 1 254
2 44 1 1 0 0 254
1 44 1 1 0 0 255
0 44 1 1 0 0 256
0 42 0 1 1 0 256
0 43 0 1 1 0 255
0 45 1 1 0 0 255
1 45 1 1 0 0 254
1 43 0 1 1 0 254
1 42 0 1 1 0 255
1 44 0 1 1 0 253
0 44 0 1 1 0 254
0 46 1 1 0 0 254
1 46 1 1 0 0 253
2 46 1 1 0 0 252
0 46 1 0 0 1 252
0 45 1 0 0 1 253
2 45 1 1 0 0 253
2 43 0 1 1 0 253
0 43 0 0 1 1 253
2 44 0 1 1 0 252
0 44 0 0 1 1 252
2 45 0 1 1 0 251
0 45 0 0 1 1 251
0 47 1 0 0 1 251
2 47 1 1 0 0 251
1 47 1 1 0 0 252
0 47 1 1 0 0 253
0 45 0 1 1 0 253
0 46 0 1 1 0 252
0 48 1 1 0 0 252
1 48 1 1 0 0 251
1 46 0 1 1 0 251
1 45 0 1 1 0 252
1 47 0 1 1 0 250
0 47 0 1 1 0 251
0 49 1 1 0 0 251
1 49 1 1 0 0 250
2 49 1 1 0 0 249
0 49 1 0 0 1 249
0 48 1 0 0 1 250
2 48 1 1 0 0 250
2 46 0 1 1 0 250
0 46 0 0 1 1 250
2 47 0 1 1 0 249
0 47 0 0 1 1 249
2 48 0 1 1 0 248
0 48 0 0 1 1 248
0 50 1 0 0 1 248
2 50 1 1 0 0 248
1 50 1 1 0 0 249
0 50 1 1 0 0 250
0 48 0 1 1 0 250
0 49 0 1 1 0 249
0 51 1 1 0 0 249
1 51 1 1 0 0 248
1 49 0 1 1 0 248
1 48 0 1 1 0 249
1 50 0 1 1 0 247
0 50 0 1 1 0 248
0 52 1 1 0 0 248
1 52 1 1 0 0 247
2 52 1 1 0 0 246
0 52 1 0 0 1 246
0 51 1 0 0 1 247
2 51 1 1 0 0 247
2 49 0 1 1 0 247
0 49 0 0 1 1 247
2 50 0 1 1 0 246
0 50 0 0 1 1 246
2 51 0 1 1 0 245
0 51 0 0 1 1 245
0 53 1 0 0 1 245
2 53 1 1 0 0 245
1 53 1 1 0 0 246
0 53 1 1 0 0 247
0 51 0 1 1 0 247
0 52 0 1 1 0 246
0 54 1 1 0 0 246
1 54 1 1 0 0 245
1 52 0 1 1 0 245
1 51 0 1 1 0 246
1 53 0 1 1 0 244
0 53 0 1 1 0 245
0 55 1 1 0 0 245
1 55 1 1 0 0 244
2 55 1 1 0 0 243
0 55 1 0 0 1 243
0 54 1 0 0 1 244
2 54 1 1 0 0 244
2 52 0 1 1 0 244
0 52 0 0 1 1 244
2 53 0 1 1 0 243
0 53 0 0 1 1 243
2 54 0 1 1 0 242
0 54 0 0 1 1 242
0 56 1 0 0 1 242
2 56 1 1 0 0 242
1 56 1 1 0 0 243
0 56 1 1 0 0 244
0 54 0 1 1 0 244
0 55 0 1 1 0 243
0 57 1 1 0 0 243
1 57 1 1 0 0 242
1 55 0 1 1 0 242
1 54 0 1 1 0 243
1 56 0 1 1 0 241
0 56 0 1 1 0 242
0 58 1 1 0 0 242
1 58 1 1 0 0 241
2 58 1 1 0 0 240
0 58 1 0 0 1 240
0 57 1 0 0 1 241
2 57 1 1 0 0 241
2 55 0 1 1 0 241
0 55 0 0 1 1 241
2 56 0 1 1 0 240
0 56 0 0 1 1 240
2 57 0 1 1 0 239
0 57 0 0 1 1 239
0 59 1 0 0 1 239
2 59 1 1 0 0 239
1 59 1 1 0 0 240
0 59 1 1 0 0 241
0 57 0 1 1 0 241
0 58 0 1 1 0 240
0 60 1 1 0 0 240
1 60 1 1 0 0 239
1 58 0 1 1 0 239
1 57 0 1 1 0 240
1 59 0 1 1 0 238
0 59 0 1 1 0 239
0 61 1 1 0 0 239
1 61 1 1 0 0 238
2 61 1 1 0 0 237
0 61 1 0 0 1 237
0 60 1 0 0 1 238
2 60 1 1 0 0 238
2 58 0 1 1 0 238
0 58 0 0 1 1 238
2 59 0 1 1 0 237
0 59 0 0 1 1 237
2 60 0 1 1 0 236
0 60 0 0 1 1 236
0 62 1 0 0 1 236
2 62 1 1 0 0 236
1 62 1 1 0 0 237
0 62 1 1 0 0 238
0 60 0 1 1 0 238
0 61 0 1 1 0 237
0 63 1 1 0 0 237
1 63 1 1 0 0 236
1 61 0 1 1 0 236
1 60 0 1 1 0 237
1 62 0 1 1 0 235
0 62 0 1 1 0 236
0 64 1 1 0 0 236
1 64 1 1 0 0 235
2 64 1 1 0 0 234
0 64 1 0 0 1 234
0 63 1 0 0 1 235
2 63 1 1 0 0 235
2 61 0 1 1 0 235
0 61 0 0 1 1 235
2 62 0 1 1 0 234
0 62 0 0 1 1 234
2 63 0 1 1 0 233
0 63 0 0 1 1 233
0 65 1 0 0 1 233
2 65 1 1 0 0 233
1 65 1 1 0 0 234
0 65 1 1 0 0 235
0 63 0 1 1 0 235
0 64 0 1 1 0 234
0 66 1 1 0 0 234
1 66 1 1 0 0 233
1 64 0 1 1 0 233
1 63 0 1 1 0 234
1 65 0 1 1 0 232
0 65 0 1 1 0 233
0 67 1 1 0 0 233
1 67 1 1 0 0 232
2 67 1 1 0 0 231
0 67 1 0 0 1 231
0 66 1 0 0 1 232
2 66 1 1 0 0 232
2 64 0 1 1 0 232
0 64 0 0 1 1 232
2 65 0 1 1 0 231
0 65 0 0 1 1 231
2 66 0 1 1 0 230
0 66 0 0 1 1 230
0 68 1 0 0 1 230
2 68 1 1 0 0 230
1 68 1 1 0 0 231
0 68 1 1 0 0 232
0 66 0 1 1 0 232
0 67 0 1 1 0 231
0 69 1 1 0 0 231
1 69 1 1 0 0 230
1 67 0 1 1 0 230
1 66 0 1 1 0 231
1 68 0 1 1 0 229
0 68 0 1 1 0 230
0 70 1 1 0 0 230
1 70 1 1 0 0 229
2 70 1 1 0 0 228
0 70 1 0 0 1 228
0 69 1 0 0 1 229
2 69 1 1 0 0 229
2 67 0 1 1 0 229
0 67 0 0 1 1 229
2 68 0 1 1 0 228
0 68 0 0 1 1 228
2 69 0 1 1 0 227
0 69 0 0 1 1 227
0 71 1 0 0 1 227
2 71 1 1 0 0 227
1 71 1 1 0 0 228
0 71 1 1 0 0 229
0 69 0 1 1 0 229
0 70 0 1 1 0 228
0 72 1 1 0 0 228
1 72 1 1 0 0 227
1 70 0 1 1 0 227
1 69 0 1 1 0 228
1 71 0 1 1 0 226
0 71 0 1 1 0 227
0 73 1 1 0 0 227
1 73 1 1 0 0 226
2 73 1 1 0 0 225
0 73 1 0 0 1 225
0 72 1 0 0 1 226
2 72 1 1 0 0 226
2 70 0 1 1 0 226
0 70 0 0 1 1 226
2 71 0 1 1 0 225
0 71 0 0 1 1 225
2 72 0 1 1 0 224
0 72 0 0 1 1 224
0 74 1 0 0 1 224
2 74 1 1 0 0 224
1 74 1 1 0 0 225
0 74 1 1 0 0 226
0 72 0 1 1 0 226
0 73 0 1 1 0 225
0 75 1 1 0 0 225
1 75 1 1 0 0 224
1 73 0 1 1 0 224
1 72 0 1 1 0 225
1 74 0 1 1 0 223
0 74 0 1 1 0 224
0 76 1 1 0 0 224
1 76 1 1 0 0 223
2 76 1 1 0 0 222
0 76 1 0 0 1 222
0 75 1 0 0 1 223
2 75 1 1 0 0 223
2 73 0 1 1 0 223
0 73 0 0 1 1 223
2 74 0 1 1 0 222
0 74 0 0 1 1 222
2 75 0 1 1 0 221
0 75 0 0 1 1 221
0 77 1 0 0 1 221
2 77 1 1 0 0 221
1 77 1 1 0 0 222
0 77 1 1 0 0 223
0 75 0 1 1 0 223
0 76 0 1 1 0 222
0 78 1 1 0 0 222
1 78 1 1 0 0 221
1 76 0 1 1 0 221
1 75 0 1 1 0 222
1 77 0 1 1 0 220
0 77 0 1 1 0 221
0 79 1 1 0 0 221
1 79 1 1 0 0 220
2 79 1 1 0 0 219
0 79 1 0 0 1 219
0 78 1 0 0 1 220
2 78 1 1 0 0 220
2 76 0 1 1 0 220
0 76 0 0 1 1 220
2 77 0 1 1 0 219
0 77 0 0 1 1 219
2 78 0 1 1 0 218
0 78 0 0 1 1 218
0 80 1 0 0 1 218
2 80 1 1 0 0 218
1 80 1 1 0 0 219
0 80 1 1 0 0 220
0 78 0 1 1 0 220
0 79 0 1 1 0 219
0 81 1 1 0 0 219
1 81 1 1 0 0 218
1 79 0 1 1 0 218
1 78 0 1 1 0 219
1 80 0 1 1 0 217
0 80 0 1 1 0 218
0 82 1 1 0 0 218
1 82 1 1 0 0 217
2 82 1 1 0 0 216
0 82 1 0 0 1 216
0 81 1 0 0 1 217
2 81 1 1 0 0 217
2 79 0 1 1 0 217
0 79 0 0 1 1 217
2 80 0 1 1 0 216
0 80 0 0 1 1 216
2 81 0 1 1 0 215
0 81 0 0 1 1 215
0 83 1 0 0 1 215
2 83 1 1 0 0 215
1 83 1 1 0 0 216
0 83 1 1 0 0 217
0 81 0 1 1 0 217
0 82 0 1 1 0 216
0 84 1 1 0 0 216
1 84 1 1 0 0 215
1 82 0 1 1 0 215
1 81 0 1 1 0 216
1 83 0 1 1 0 214
0 83 0 1 1 0 215
0 85 1 1 0 0 215
1 85 1 1 0 0 214
2 85 1 1 0 0 213
0 85 1 0 0 1 213
0 84 1 0 0 1 214
2 84 1 1 0 0 214
2 82 0 1 1 0 214
0 82 0 0 1 1 214
2 83 0 1 1 0 213
0 83 0 0 1 1 213
2 84 0 1 1 0 212
0 84 0 0 1 1 212
0 86 1 0 0 1 212
2 86 1 1 0 0 212
1 86 1 1 0 0 213
0 86 1 1 0 0 214
0 84 0 1 1 0 214
0 85 0 1 1 0 213
0 87 1 1 0 0 213
1 87 1 1 0 0 212
1 85 0 1 1 0 212
1 84 0 1 1 0 213
1 86 0 1 1 0 211
0 86 0 1 1 0 212
0 88 1 1 0 0 212
1 88 1 1 0 0 211
2 88 1 1 0 0 210
0 88 1 0 0 1 210
0 87 1 0 0 1 211
2 87 1 1 0 0 211
2 85 0 1 1 0 211
0 85 0 0 1 1 211
2 86 0 1 1 0 210
0 86 0 0 1 1 210
2 87 0 1 1 0 209
0 87 0 0 1 1 209
0 89 1 0 0 1 209
2 89 1 1 0 0 209
1 89 1 1 0 0 210
0 89 1 1 0 0 211
0 87 0 1 1 0 211
0 88 0 1 1 0 210
0 90 1 1 0 0 210
1 90 1 1 0 0 209
1 88 0 1 1 0 209
1 87 0 1 1 0 210
1 89 0 1 1 0 208
0 89 0 1 1 0 209
0 91 1 1 0 0 209
1 91 1 1 0 0 208
2 91 1 1 0 0 207
0 91 1 0 0 1 207
0 90 1 0 0 1 208
2 90 1 1 0 0 208
2 88 0 1 1 0 208
0 88 0 0 1 1 208
2 89 0 1 1 0 207
0 89 0 0 1 1 207
2 90 0 1 1 0 206
0 90 0 0 1 1 206
0 92 1 0 0 1 206
2 92 1 1 0 0 206
1 92 1 1 0 0 207
0 92 1 1 0 0 208
0 90 0 1 1 0 208
0 91 0 1 1 0 207
0 93 1 1 0 0 207
1 93 1 1 0 0 206
1 91 0 1 1 0 206
1 90 0 1 1 0 207
1 92 0 1 1 0 205
0 92 0 1 1 0 206
0 94 1 1 0 0 206
1 94 1 1 0 0 205
2 94 1 1 0 0 204
0 94 1 0 0 1 204
0 93 1 0 0 1 205
2 93 1 1 0 0 205
2 91 0 1 1 0 205
0 91 0 0 1 1 205
2 92 0 1 1 0 204
0 92 0 0 1 1 204
2 93 0 1 1 0 203
0 93 0 0 1 1 203
0 95 1 0 0 1 203
2 95 1 1 0 0 203
1 95 1 1 0 0 204
0 95 1 1 0 0 205
0 93 0 1 1 0 205
0 94 0 1 1 0 204
0 96 1 1 0 0 204
1 96 1 1 0 0 203
1 94 0 1 1 0 203
1 93 0 1 1 0 204
1 95 0 1 1 0 202
0 95 0 1 1 0 203
0 97 1 1 0 0 203
1 97 1 1 0 0 202
2 97 1 1 0 0 201
0 97 1 0 0 1 201
0 96 1 0 0 1 202
2 96 1 1 0 0 202
2 94 0 1 1 0 202
0 94 0 0 1 1 202
2 95 0 1 1 0 201
0 95 0 0 1 1 201
2 96 0 1 1 0 200
0 96 0 0 1 1 200
0 98 1 0 0 1 200
2 98 1 1 0 0 200
1 98 1 1 0 0 201
0 98 1 1 0 0 202
0 96 0 1 1 0 202
0 97 0 1 1 0 201
0 99 1 1 0 0 201
1 99 1 1 0 0 200
1 97 0 1 1 0 200
1 96 0 1 1 0 201
1 98 0 1 1 0 199
0 98 0 1 1 0 200
0 100 1 1 0 0 200
1 100 1 1 0 0 199
2 100 1 1 0 0 198
0 100 1 0 0 1 198
0 99 1 0 0 1 199
2 99 1 1 0 0 199
2 97 0 1 1 0 199
0 97 0 0 1 1 199
2 98 0 1 1 0 198
0 98 0 0 1 1 198
2 99 0 1 1 0 197
